timestamp,meter_id,load,lag_1,lag_2,lag_24,roll24_mean,hour,dayofweek,month,is_weekend
2025-01-03 17:00:00,174178.22222222222,246.82833438449447,216.28187561035162,250.16600036621088,256.4264264787947,242.53125875956025,17,4,1,0
2025-01-03 18:00:00,175262.5,227.81699981689454,246.82833438449447,216.28187561035162,212.25250244140616,242.13133825563105,18,4,1,0
2025-01-03 19:00:00,174209.77777777778,238.0738889906142,227.81699981689454,246.82833438449447,240.40041478474947,242.77985897960977,19,4,1,0
2025-01-03 20:00:00,166047.0,223.91222212049698,238.0738889906142,227.81699981689454,251.3430023193361,242.68292040485414,20,4,1,0
2025-01-03 21:00:00,180301.33333333334,241.64000066121434,223.91222212049698,238.0738889906142,246.7110015869141,241.53997122990253,21,4,1,0
2025-01-03 22:00:00,179958.66666666666,244.83250172932944,241.64000066121434,223.91222212049698,243.40600051879878,241.32867952466498,22,4,1,0
2025-01-03 23:00:00,163625.75,247.62812519073486,244.83250172932944,241.64000066121434,240.10774955749517,241.38811707510376,23,4,1,0
2025-01-04 00:00:00,162283.66666666666,250.36666870117185,247.62812519073486,244.83250172932944,246.52000045776376,241.70146605982208,0,5,1,1
2025-01-04 01:00:00,144647.375,244.65890669822699,250.36666870117185,247.62812519073486,246.19833183288566,241.86174390329742,1,5,1,1
2025-01-04 02:00:00,200937.0,255.2719985961915,244.65890669822699,250.36666870117185,246.39833464445906,241.7976011893533,2,5,1,1
2025-01-04 03:00:00,163368.75,255.895625114441,255.2719985961915,244.65890669822699,249.62363711270427,242.1673371873422,3,5,1,1
